,xB,Q2,t,phi,deg/rad,value,stat_u,syst_u,col,obs,units,hadron,lepton,E_lepton,E_hadron
668,0.214,1.64,-0.45,247.87,deg,0.0407,0.0083,0.0045,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
669,0.214,1.64,-0.45,262.96,deg,0.0501,0.0068,0.0136,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
670,0.214,1.64,-0.45,278.06,deg,0.0883,0.0089,0.0057,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
671,0.214,1.64,-0.45,293.18,deg,0.1116,0.0115,0.011,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
672,0.214,1.64,-0.45,308.34,deg,0.2386,0.0182,0.0237,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
673,0.214,1.64,-0.45,321.98,deg,0.4454,0.0249,0.0319,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
674,0.215,1.88,-0.11,23.16,deg,3.3378,0.1951,0.426,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
675,0.215,1.88,-0.11,37.96,deg,2.7154,0.1407,0.3109,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
676,0.215,1.88,-0.11,52.73,deg,1.5653,0.1013,0.1367,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
677,0.215,1.88,-0.11,67.28,deg,1.1438,0.0874,0.082,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
678,0.215,1.88,-0.11,82.17,deg,0.8924,0.0651,0.0853,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
679,0.215,1.88,-0.11,97.2,deg,0.8012,0.0559,0.0978,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
680,0.215,1.88,-0.11,112.25,deg,0.7615,0.0628,0.1415,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
681,0.215,1.88,-0.11,127.3,deg,0.4652,0.0558,0.0675,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
682,0.215,1.88,-0.11,142.35,deg,0.4891,0.0515,0.0547,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
683,0.215,1.88,-0.11,157.41,deg,0.3936,0.0438,0.0438,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
684,0.215,1.88,-0.11,172.47,deg,0.3645,0.05,0.0607,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
685,0.215,1.88,-0.11,202.59,deg,0.4806,0.0434,0.0321,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
686,0.215,1.88,-0.11,217.65,deg,0.506,0.0485,0.0409,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
687,0.215,1.88,-0.11,232.7,deg,0.5188,0.0543,0.0318,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
688,0.215,1.88,-0.11,247.75,deg,0.5895,0.0506,0.0359,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
689,0.215,1.88,-0.11,262.8,deg,0.821,0.0576,0.0569,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
690,0.215,1.88,-0.11,277.83,deg,0.9854,0.0734,0.1081,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
691,0.215,1.88,-0.11,292.72,deg,1.2637,0.0902,0.0976,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
692,0.215,1.88,-0.11,307.27,deg,1.7853,0.1035,0.1436,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
693,0.215,1.88,-0.11,322.04,deg,2.6943,0.1347,0.2736,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
694,0.215,1.88,-0.11,336.84,deg,3.6628,0.2011,0.3738,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
695,0.215,1.88,-0.15,38.98,deg,2.3386,0.1271,0.3522,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
696,0.215,1.88,-0.15,52.95,deg,1.4945,0.081,0.1452,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
697,0.215,1.88,-0.15,67.13,deg,0.994,0.0652,0.0752,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
698,0.215,1.88,-0.15,82.11,deg,0.696,0.0496,0.0584,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
699,0.215,1.88,-0.15,97.16,deg,0.4648,0.0358,0.0303,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
700,0.215,1.88,-0.15,112.22,deg,0.438,0.0387,0.039,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
701,0.215,1.88,-0.15,127.28,deg,0.3178,0.0369,0.0455,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
702,0.215,1.88,-0.15,142.34,deg,0.2737,0.0311,0.0396,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
703,0.215,1.88,-0.15,157.4,deg,0.2863,0.0297,0.0223,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
704,0.215,1.88,-0.15,172.47,deg,0.2677,0.0333,0.0187,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
705,0.215,1.88,-0.15,187.53,deg,0.2752,0.0323,0.0222,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
706,0.215,1.88,-0.15,202.6,deg,0.246,0.0258,0.0272,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
707,0.215,1.88,-0.15,217.66,deg,0.3135,0.0304,0.0335,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
708,0.215,1.88,-0.15,232.72,deg,0.4341,0.0419,0.0592,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
709,0.215,1.88,-0.15,247.78,deg,0.4061,0.0386,0.0325,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
710,0.215,1.88,-0.15,262.84,deg,0.494,0.0379,0.035,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
711,0.215,1.88,-0.15,277.89,deg,0.6686,0.0485,0.044,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
712,0.215,1.88,-0.15,292.87,deg,0.998,0.0661,0.0734,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
713,0.215,1.88,-0.15,307.05,deg,1.6037,0.0873,0.1657,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
714,0.215,1.88,-0.15,321.02,deg,1.948,0.1074,0.2148,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
715,0.215,1.88,-0.2,53.14,deg,1.1752,0.0648,0.0992,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
716,0.215,1.88,-0.2,66.99,deg,0.6188,0.0463,0.0717,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
717,0.215,1.88,-0.2,82.06,deg,0.4684,0.0401,0.0516,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
718,0.215,1.88,-0.2,97.14,deg,0.3384,0.03,0.0376,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
719,0.215,1.88,-0.2,112.2,deg,0.2777,0.0284,0.0201,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
720,0.215,1.88,-0.2,127.27,deg,0.2371,0.0301,0.0305,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
721,0.215,1.88,-0.2,142.33,deg,0.1954,0.0248,0.0165,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
722,0.215,1.88,-0.2,157.4,deg,0.1745,0.0208,0.0199,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
723,0.215,1.88,-0.2,172.47,deg,0.1999,0.0262,0.0273,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
724,0.215,1.88,-0.2,187.53,deg,0.1874,0.0266,0.0303,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
725,0.215,1.88,-0.2,202.6,deg,0.1398,0.0201,0.0129,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
726,0.215,1.88,-0.2,217.67,deg,0.1782,0.0225,0.0204,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
727,0.215,1.88,-0.2,232.73,deg,0.2625,0.0322,0.0352,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
728,0.215,1.88,-0.2,247.8,deg,0.2659,0.031,0.0292,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
729,0.215,1.88,-0.2,262.86,deg,0.388,0.0332,0.0445,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
730,0.215,1.88,-0.2,277.94,deg,0.5381,0.0399,0.0409,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
731,0.215,1.88,-0.2,293.01,deg,0.6778,0.05,0.0665,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
732,0.215,1.88,-0.2,306.86,deg,0.9436,0.0615,0.0748,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
733,0.215,1.88,-0.26,53.05,deg,0.7443,0.0404,0.0479,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
734,0.215,1.88,-0.26,66.93,deg,0.4401,0.0316,0.0445,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
735,0.215,1.88,-0.26,82.03,deg,0.3138,0.0264,0.02,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
736,0.215,1.88,-0.26,97.12,deg,0.2632,0.0214,0.0195,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
737,0.215,1.88,-0.26,112.19,deg,0.1565,0.017,0.0107,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
738,0.215,1.88,-0.26,127.26,deg,0.1554,0.0194,0.0229,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
739,0.215,1.88,-0.26,142.33,deg,0.1348,0.0176,0.0261,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
740,0.215,1.88,-0.26,157.4,deg,0.0947,0.0125,0.0141,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
741,0.215,1.88,-0.26,172.47,deg,0.1333,0.0179,0.0365,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
742,0.215,1.88,-0.26,187.53,deg,0.1023,0.0174,0.0289,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
743,0.215,1.88,-0.26,202.6,deg,0.1361,0.0164,0.0129,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
744,0.215,1.88,-0.26,217.67,deg,0.134,0.0162,0.0332,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
745,0.215,1.88,-0.26,232.74,deg,0.1496,0.0201,0.0336,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
746,0.215,1.88,-0.26,247.81,deg,0.1865,0.0225,0.0173,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
747,0.215,1.88,-0.26,262.88,deg,0.2104,0.0193,0.0202,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
748,0.215,1.88,-0.26,277.97,deg,0.3472,0.0251,0.0397,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
749,0.215,1.88,-0.26,293.07,deg,0.4599,0.0332,0.0449,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
750,0.215,1.88,-0.26,306.95,deg,0.7515,0.0454,0.0451,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
751,0.215,1.88,-0.34,52.72,deg,0.4224,0.0246,0.0264,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
752,0.215,1.88,-0.34,66.9,deg,0.2735,0.0217,0.0357,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
753,0.215,1.88,-0.34,82.01,deg,0.19,0.0184,0.0234,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
754,0.215,1.88,-0.34,97.1,deg,0.1485,0.014,0.0171,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
755,0.215,1.88,-0.34,112.18,deg,0.1113,0.0125,0.0135,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
756,0.215,1.88,-0.34,127.25,deg,0.0847,0.0122,0.0127,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
757,0.215,1.88,-0.34,142.32,deg,0.0642,0.0102,0.0089,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
758,0.215,1.88,-0.34,157.4,deg,0.0811,0.0102,0.013,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
759,0.215,1.88,-0.34,172.46,deg,0.0739,0.0113,0.0131,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
760,0.215,1.88,-0.34,187.54,deg,0.054,0.0104,0.0052,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
761,0.215,1.88,-0.34,202.6,deg,0.0572,0.0096,0.0123,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
762,0.215,1.88,-0.34,217.68,deg,0.0659,0.0097,0.0075,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
763,0.215,1.88,-0.34,232.75,deg,0.0634,0.0105,0.009,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
764,0.215,1.88,-0.34,247.82,deg,0.0911,0.0133,0.0073,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
765,0.215,1.88,-0.34,262.9,deg,0.1362,0.0135,0.0154,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
766,0.215,1.88,-0.34,277.99,deg,0.192,0.0161,0.0124,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
767,0.215,1.88,-0.34,293.1,deg,0.303,0.0234,0.0442,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
768,0.215,1.88,-0.34,307.28,deg,0.4515,0.0296,0.0384,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
769,0.215,1.88,-0.45,51.98,deg,0.2599,0.0149,0.0266,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
770,0.215,1.88,-0.45,66.87,deg,0.1669,0.0136,0.0139,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
771,0.215,1.88,-0.45,81.99,deg,0.1014,0.0111,0.0223,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
772,0.215,1.88,-0.45,97.08,deg,0.0874,0.0091,0.0065,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
773,0.215,1.88,-0.45,112.17,deg,0.0575,0.007,0.0099,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
774,0.215,1.88,-0.45,127.24,deg,0.0325,0.0062,0.0034,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
775,0.215,1.88,-0.45,142.32,deg,0.0395,0.0071,0.0042,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
776,0.215,1.88,-0.45,157.4,deg,0.047,0.007,0.0087,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
777,0.215,1.88,-0.45,172.46,deg,0.0384,0.0068,0.0094,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
778,0.215,1.88,-0.45,187.54,deg,0.0354,0.0073,0.0037,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
779,0.215,1.88,-0.45,202.6,deg,0.054,0.0091,0.0147,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
780,0.215,1.88,-0.45,217.68,deg,0.0415,0.0066,0.0102,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
781,0.215,1.88,-0.45,232.76,deg,0.0455,0.0073,0.0078,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
782,0.215,1.88,-0.45,247.83,deg,0.0633,0.0091,0.0199,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
783,0.215,1.88,-0.45,262.92,deg,0.0747,0.0085,0.0078,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
784,0.215,1.88,-0.45,278.01,deg,0.1021,0.0096,0.0077,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
785,0.215,1.88,-0.45,293.13,deg,0.1669,0.0142,0.0145,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
786,0.215,1.88,-0.45,308.02,deg,0.2629,0.0182,0.023,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
787,0.215,1.88,-0.45,317.78,deg,0.3525,0.0374,0.0436,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
788,0.244,1.79,-0.11,7.44,deg,0.9228,0.0721,0.071,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
789,0.244,1.79,-0.11,22.34,deg,0.7688,0.0553,0.0542,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
790,0.244,1.79,-0.11,37.27,deg,0.6802,0.0463,0.0469,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
791,0.244,1.79,-0.11,52.23,deg,0.5245,0.0421,0.0399,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
792,0.244,1.79,-0.11,67.21,deg,0.4598,0.0479,0.0419,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
793,0.244,1.79,-0.11,82.21,deg,0.4173,0.0486,0.0553,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
794,0.244,1.79,-0.11,97.22,deg,0.404,0.0407,0.0453,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
795,0.244,1.79,-0.11,112.25,deg,0.2445,0.0337,0.0288,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
796,0.244,1.79,-0.11,127.28,deg,0.2346,0.0498,0.0406,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
797,0.244,1.79,-0.11,142.33,deg,0.1501,0.0682,0.0422,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
798,0.244,1.79,-0.11,157.39,deg,0.1332,0.0671,0.084,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
799,0.244,1.79,-0.11,247.75,deg,0.2823,0.0379,0.1002,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
800,0.244,1.79,-0.11,262.78,deg,0.2947,0.0325,0.0542,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
801,0.244,1.79,-0.11,277.79,deg,0.4555,0.0471,0.0348,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
802,0.244,1.79,-0.11,292.79,deg,0.3275,0.0422,0.0448,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
803,0.244,1.79,-0.11,307.77,deg,0.5403,0.0466,0.1026,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
804,0.244,1.79,-0.11,322.73,deg,0.7645,0.0516,0.0656,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
805,0.244,1.79,-0.11,337.66,deg,0.7752,0.0523,0.0944,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
806,0.244,1.79,-0.11,352.56,deg,0.9391,0.0701,0.071,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
807,0.244,1.79,-0.15,7.42,deg,1.0445,0.0618,0.0647,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
808,0.244,1.79,-0.15,22.25,deg,0.8147,0.0464,0.0655,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
809,0.244,1.79,-0.15,37.15,deg,0.7672,0.042,0.0544,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
810,0.244,1.79,-0.15,52.12,deg,0.528,0.0357,0.0454,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
811,0.244,1.79,-0.15,67.12,deg,0.3724,0.0373,0.0379,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
812,0.244,1.79,-0.15,82.14,deg,0.2828,0.0323,0.0468,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
813,0.244,1.79,-0.15,97.17,deg,0.2293,0.0234,0.0361,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
814,0.244,1.79,-0.15,112.21,deg,0.1818,0.02,0.0194,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
815,0.244,1.79,-0.15,127.27,deg,0.2182,0.0315,0.0481,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
816,0.244,1.79,-0.15,142.32,deg,0.1612,0.0329,0.025,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
817,0.244,1.79,-0.15,157.39,deg,0.1086,0.0294,0.0118,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
818,0.244,1.79,-0.15,172.46,deg,0.1541,0.0491,0.0309,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
819,0.244,1.79,-0.15,187.54,deg,0.1199,0.0546,0.0431,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
820,0.244,1.79,-0.15,202.61,deg,0.1411,0.0383,0.0377,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
821,0.244,1.79,-0.15,217.68,deg,0.1512,0.0286,0.0103,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
822,0.244,1.79,-0.15,232.73,deg,0.1274,0.0243,0.0193,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
823,0.244,1.79,-0.15,247.79,deg,0.1943,0.023,0.0456,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
824,0.244,1.79,-0.15,262.83,deg,0.2291,0.0227,0.0224,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
825,0.244,1.79,-0.15,277.86,deg,0.3598,0.0326,0.0454,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
826,0.244,1.79,-0.15,292.88,deg,0.3639,0.0381,0.03,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
827,0.244,1.79,-0.15,307.88,deg,0.5853,0.0441,0.0368,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
828,0.244,1.79,-0.15,322.85,deg,0.725,0.0424,0.0475,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
829,0.244,1.79,-0.15,337.75,deg,0.8891,0.0455,0.0607,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
830,0.244,1.79,-0.15,352.58,deg,1.0467,0.0573,0.0905,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
831,0.244,1.79,-0.2,7.52,deg,0.9157,0.055,0.0754,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
832,0.244,1.79,-0.2,22.29,deg,0.8046,0.045,0.0756,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
833,0.244,1.79,-0.2,37.03,deg,0.6066,0.0342,0.0489,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
834,0.244,1.79,-0.2,52.02,deg,0.4434,0.03,0.042,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
835,0.244,1.79,-0.2,67.04,deg,0.3548,0.0335,0.0368,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
836,0.244,1.79,-0.2,82.09,deg,0.2085,0.0265,0.0183,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
837,0.244,1.79,-0.2,97.14,deg,0.1219,0.0168,0.0171,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
838,0.244,1.79,-0.2,112.19,deg,0.1078,0.0148,0.0134,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
839,0.244,1.79,-0.2,127.25,deg,0.0996,0.017,0.0138,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
840,0.244,1.79,-0.2,142.32,deg,0.1133,0.0236,0.0199,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
841,0.244,1.79,-0.2,157.39,deg,0.0752,0.0163,0.0075,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
842,0.244,1.79,-0.2,172.46,deg,0.0729,0.0205,0.0101,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
843,0.244,1.79,-0.2,202.61,deg,0.0993,0.0214,0.0235,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
844,0.244,1.79,-0.2,217.68,deg,0.133,0.0214,0.0101,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
845,0.244,1.79,-0.2,232.75,deg,0.0839,0.0172,0.0142,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
846,0.244,1.79,-0.2,247.81,deg,0.1148,0.0177,0.0313,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
847,0.244,1.79,-0.2,262.86,deg,0.129,0.0168,0.0167,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
848,0.244,1.79,-0.2,277.91,deg,0.2297,0.0239,0.0179,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
849,0.244,1.79,-0.2,292.96,deg,0.2418,0.0283,0.0362,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
850,0.244,1.79,-0.2,307.98,deg,0.5125,0.0408,0.0632,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
851,0.244,1.79,-0.2,322.97,deg,0.5915,0.0358,0.0525,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
852,0.244,1.79,-0.2,337.71,deg,0.7738,0.0401,0.0527,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
853,0.244,1.79,-0.2,352.48,deg,0.9827,0.0526,0.064,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
854,0.244,1.79,-0.26,7.94,deg,0.9687,0.0622,0.0804,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
855,0.244,1.79,-0.26,22.8,deg,0.7506,0.0394,0.0695,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
856,0.244,1.79,-0.26,36.9,deg,0.4449,0.0243,0.0358,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
857,0.244,1.79,-0.26,51.92,deg,0.3577,0.0221,0.0209,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
858,0.244,1.79,-0.26,66.98,deg,0.2284,0.0204,0.014,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
